지점	카테고리	조닝	브랜드	매장유형	평수	25년 3월 매출	25년 4월 매출	평매출	25년 5월 매출	평매출	25년 6월 매출	평매출	26년 3월 매출	3월 성장률	26년 4월 매출	4월 성장률
분당점	캐쥬얼(특정매입)	진	리바이스	정상	13.3	24,927,700	25,651,600	64290	29,800,000	74687	23,099,500	57893	29,233,500	17.3%	39,241,750	53.0%
분당점	캐쥬얼(특정매입)	이지	후아유	정상	21.9	38,290,790	37,649,650	57305	34,679,810	52785	29,069,860	44246	34,052,780	-11.1%	53,584,280	42.3%
분당점	캐쥬얼(특정매입)	이지	지오다노	정상	18.8	37,232,430	41,949,500	74379	45,439,030	80566	46,219,770	81950	57,328,010	54.0%	51,818,880	23.5%
분당점	캐쥬얼(특정매입)	이지	마인드브릿지	정상	14.3	67,682,250	66,694,050	155209	79,075,490	184023	64,117,700	149214	70,029,270	3.5%	87,059,070	30.5%
분당점	캐쥬얼(특정매입)	이지	프로젝트M	정상	14.7	57,478,000	60,094,700	135857	74,314,200	168003	53,182,800	120231	63,097,490	9.8%	94,113,640	56.6%
분당점	캐쥬얼(특정매입)	스트릿	멤버헐리데이	정상	8.0	1,948,300	13,694,440	57228	23,446,590	97982	14,782,740	61776	-103,200	-105.3%		-100.0%
분당점	캐쥬얼(특정매입)	스트릿	JEEP	상설	10.3	16,478,650	13,914,870	44854	22,353,910	72057	14,135,980	45567	39,256,490	138.2%	40,291,770	189.6%
분당점	캐쥬얼(특정매입)	스트릿	NBA	상설	10.1	28,846,600	26,463,600	87565	26,139,200	86491	15,979,100	52873	27,801,960	-3.6%	24,830,300	-6.2%
분당점	캐쥬얼(특정매입)	스트릿	더블에이트	정상	10.0	21,335,800	17,741,200	59285	23,921,200	79936	16,463,200	55014	7,519,640	-64.8%		-100.0%
분당점	캐쥬얼(특정매입)	진	게스(GUESS)(진)	상설	12.9	60,674,000	63,327,600	163637	54,758,200	141494	55,014,600	142157	80,433,000	32.6%	78,871,000	24.5%
분당점	캐쥬얼(특정매입)	진	버커루	복합	11.9	28,497,430	35,429,470	99242	34,587,930	96885	21,036,700	58926	43,241,360	51.7%	34,730,620	-2.0%
분당점	캐쥬얼(특정매입)	이지	폴햄메가샾	정상	31.4	47,672,200	67,127,900	71261	70,087,200	74403	50,635,800	53754	46,370,100	-2.7%	44,086,300	-34.3%
분당점	캐쥬얼(특정매입)	이지	위라이크	#N/A	15.5			0		0		0		-	17,650,300	-
분당점	캐쥬얼(특정매입)	스트릿	알래스카	정상	14.1	40,166,300	47,327,130	111884	60,024,620	141902	47,537,000	112381	33,838,150	-15.8%	52,826,200	11.6%
분당점	잡화(특정매입)	제화	무크(MOOK)	정상	10.3	38,544,805	27,632,550	89426	26,865,240	86943	26,761,380	86606	24,207,610	-37.2%	23,820,520	-13.8%
분당점	잡화(특정매입)	제화	미소페(MISOPE)	정상	10.2	80,952,320	39,867,800	130287	42,710,000	139575	29,773,200	97298	35,396,900	-56.3%	17,403,800	-56.3%
분당점	잡화(특정매입)	제화	엘칸토(ELCANTO )	정상	6.5	56,533,500	60,578,400	310658	77,641,600	398162	37,107,800	190296	35,916,700	-36.5%	48,881,600	-19.3%
분당점	잡화(특정매입)	핸드백/피혁	키플링(KIPLING)	상설	6.6			0		0		0	22,517,080	-	30,938,070	-
분당점	잡화(특정매입)	핸드백/피혁	엘레강스(핸드백)	정상	7.0	21,459,870	23,285,790	110885	21,895,200	104263	20,755,400	98835	23,426,300	9.2%	33,535,200	44.0%
분당점	잡화(특정매입)	핸드백/피혁	피에르가르뎅(핸드백)	#N/A	#N/A			-		-	7,164,000	-		-		-
분당점	잡화(특정매입)	핸드백/피혁	아메리칸투어리스트	정상	7.9	20,128,400	18,210,200	76836	25,093,700	105881	20,038,400	84550	19,850,000	-1.4%	21,091,000	15.8%
분당점	잡화(특정매입)	제화	소다	정상	8.5	10,111,900	14,951,900	58635	15,475,300	60687	16,729,100	65604	27,458,800	171.5%	16,544,800	10.7%
분당점	잡화(특정매입)	제화	미셸BY탠디	정상	7.9	51,276,000	54,654,000	230608	59,587,000	251422	49,397,000	208426	54,409,000	6.1%	75,877,000	38.8%
분당점	잡화(특정매입)	제화	제옥스(제화)	#N/A	#N/A	16,957,000	-39,000	-	32,219,000	-		-		-100.0%		-100.0%
분당점	영캐쥬얼(특정)2001	베이직	에이비에프지(ABFZ)	정상	9.6	25,713,300	23,262,600	80773	25,785,700	89534	27,424,000	95222	28,884,500	12.3%	22,219,900	-4.5%
분당점	영캐쥬얼(특정)2001	캐릭터	온앤온(ON n ON)	#N/A	11.2	30,612,120	20,281,160	60513	20,306,700	60590	15,025,150	44831		-100.0%		-100.0%
분당점	영캐쥬얼(특정)2001	캐릭터	올리브데올리브(OLIVE DES OL	상설	11.7	45,551,660	27,529,280	78431	32,683,460	93115	25,012,820	71262	30,941,000	-32.1%	32,828,520	19.2%
분당점	영캐쥬얼(특정)2001	베이직	클라비스(CLOVIS)	정상	13.1	35,585,150	31,365,060	79809	23,921,980	60870	24,954,750	63498	30,795,650	-13.5%	31,730,790	1.2%
분당점	영캐쥬얼(특정)2001	베이직	리스트	복합	9.6	44,914,100	48,547,900	168569	51,942,400	180356	40,532,250	140737	32,635,800	-27.3%	40,751,000	-16.1%
분당점	영캐쥬얼(특정)2001	캐릭터	나이스클랍	상설	15.1	30,332,158	29,461,420	65036	31,494,290	69524	24,950,890	55079	22,401,600	-26.1%	22,501,800	-23.6%
분당점	영캐쥬얼(특정)2001	스트릿	베네통(영캐주얼)	상설	13.5	55,923,800	58,276,100	143892	66,020,700	163014	63,197,500	156043	62,636,900	12.0%	72,057,400	23.6%
분당점	영캐쥬얼(특정)2001	캐릭터	숲(SOUP)	정상	16.1	23,292,610	24,262,020	50232	21,277,290	44052	16,210,100	33561	21,034,040	-9.7%	18,592,110	-23.4%
분당점	영캐쥬얼(특정)2001	스트릿	시슬리(영캐주얼)	상설	12.6	47,211,850	42,688,410	112932	35,417,400	93697	27,236,160	72053	40,256,220	-14.7%	38,201,830	-10.5%
분당점	영캐쥬얼(특정)2001	캐릭터	씨씨콜렉트	상설	14.2	42,261,404	40,529,168	95139	39,500,894	92725	40,932,516	96086	65,231,412	54.4%	53,152,472	31.1%
분당점	영캐쥬얼(특정)2001	스트릿	오픈클로젯	정상	9.1	33,527,250	41,368,758	151534	41,942,160	153634	36,934,370	135291	30,470,920	-9.1%	51,248,450	23.9%
분당점	영캐쥬얼(특정)2001	캐릭터	주크	상설	14.2	81,750,888	65,371,432	153454	67,020,192	157324	45,175,160	106045	61,818,192	-24.4%	67,026,973	2.5%
분당점	영캐쥬얼(특정)2001	캐릭터	틸버리	복합	12.6	17,640,100	18,021,400	47676	12,385,200	32765	18,940,400	50107	28,814,400	63.3%	42,278,800	134.6%
분당점	영캐쥬얼(특정)2001	캐릭터	듀엘	상설	17.7	94,800,065	70,504,970	132778	83,033,010	156371	53,077,360	99957	70,549,440	-25.6%	84,539,660	19.9%
분당점	영캐쥬얼(특정)2001	스트릿	에잇컨셉	정상	12.8	13,174,500	18,116,500	47187	13,054,700	34003	15,326,300	39920	9,764,100	-25.9%	13,242,200	-26.9%
분당점	영캐쥬얼(특정)2001	스트릿	반에이크	정상	16.1	12,546,640	14,443,530	29904	18,068,820	37410	15,002,900	31062	14,948,400	19.1%	19,554,600	35.4%
분당점	영캐쥬얼(특정)2001	캐릭터	JJ지고트	정상	10.8	41,636,310	40,640,920	125435	30,679,810	94691	26,714,090	82451	46,391,260	11.4%	34,808,950	-14.3%
분당점	영캐쥬얼(특정)2001	캐릭터	케네스레이디	정상	11.2	13,911,900	22,167,150	65974	24,048,600	71573	18,038,770	53687	23,023,380	65.5%	30,055,440	35.6%
분당점	영캐쥬얼(특정)2001	캐릭터	샤틴	#N/A	11.0			0		0		0	571,600	-	21,116,420	-
분당점	영캐쥬얼(특정)2001	캐릭터	잇미샤	정상	9.8	33,232,840	36,365,320	123692	37,040,720	125989	37,347,520	127032	27,429,060	-17.5%	33,629,260	-7.5%
분당점	남성의류(특정매입)	신사캐쥬얼	크로커다일(CROCODILE)	정상	14.4	26,865,000	40,572,100	93917	48,285,550	111772	26,911,200	62294	34,593,200	28.8%	37,058,700	-8.7%
분당점	남성의류(특정매입)	신사정장	파크랜드(PARKLAND)	정상	13.3	22,449,000	19,429,300	48695	27,559,400	69071	21,229,400	53207	17,601,100	-21.6%	31,311,500	61.2%
분당점	남성의류(특정매입)	신사캐쥬얼	파렌하이트	정상	12.7	40,926,926	49,173,513	129064	63,859,611	167611	56,381,821	147984	26,362,962	-35.6%	32,346,559	-34.2%
분당점	남성의류(특정매입)	신사정장	로가디스	정상	20.3	59,226,260	54,798,830	89982	69,342,340	113863	69,025,510	113342	66,836,310	12.8%	78,557,570	43.4%
분당점	남성의류(특정매입)	신사정장	바쏘	정상	13.3	17,347,740	15,952,400	39981	17,651,130	44238	18,483,970	46326	11,746,630	-32.3%	31,551,200	97.8%
분당점	남성의류(특정매입)	신사정장	브렌우드	정상	14.4	17,552,880	23,139,190	53563	27,270,734	63127	11,938,940	27636	18,410,450	4.9%	16,697,300	-27.8%
분당점	남성의류(특정매입)	신사정장	트레몰로	정상	8.0	1,651,300	5,504,350	22935	12,075,470	50314	6,549,580	27290	21,623,400	1209.5%	26,134,070	374.8%
분당점	남성의류(특정매입)	신사정장	레노마옴므	정상	15.0	34,383,000	43,554,800	96788	49,168,400	109263	40,442,700	89873	41,211,200	19.9%	53,787,000	23.5%
분당점	남성의류(특정매입)	신사TD	올젠	정상	14.7	56,847,140	86,347,450	195799	74,728,858	169453	52,464,580	118967	52,637,950	-7.4%	87,378,870	1.2%
분당점	남성의류(특정매입)	신사캐쥬얼	지오지아	정상	24.5	33,923,900	39,614,050	53897	40,692,520	55364	32,120,400	43701	35,410,200	4.4%	36,341,888	-8.3%
분당점	남성의류(특정매입)	신사캐쥬얼	킨록2	#N/A	10.4	627,000	7,317,800	23358	9,553,100	30493	10,354,600	33051		-100.0%		-100.0%
분당점	남성의류(특정매입)	신사캐쥬얼	피에이티(PAT)	정상	15.0	50,276,200	45,444,800	100988	62,059,600	137910	43,363,800	96364	38,830,200	-22.8%	46,309,000	1.9%
분당점	남성의류(특정매입)	신사캐쥬얼	앤드지	정상	14.4	33,455,900	30,926,970	71590	30,028,150	69510	22,640,350	52408	26,171,490	-21.8%	29,040,250	-6.1%
분당점	남성의류(특정매입)	신사캐쥬얼	에디션	정상	15.0	37,643,650	48,544,260	107876	52,480,340	116623	35,952,680	79895	50,726,230	34.8%	56,239,658	15.9%
분당점	남성의류(특정매입)	골프	디즈니골프	정상	9.7		8,544,300	29362	9,329,800	32061	12,192,800	41900	19,469,400	-	17,481,000	104.6%
분당점	남성의류(특정매입)	골프	제이디엑스(JDX)	정상	12.2		13,362,200	36509	17,066,610	46630	8,666,500	23679	32,758,500	-	25,592,110	91.5%
분당점	남성의류(특정매입)	골프	팬텀	정상	11.9		47,368,360	132684	37,087,580	103887	23,088,760	64674	51,432,890	-	58,168,430	22.8%
분당점	남성의류(특정매입)	골프	루이까스텔	상설	11.1		52,637,580	158071	117,787,700	353717	48,777,700	146480	55,045,500	-	58,597,300	11.3%
분당점	아동의류(특정매입)	유아	아가방	정상	14.1	28,885,320	28,107,300	66448	25,159,760	59479	19,910,120	47069	21,440,140	-25.8%	27,124,600	-3.5%
분당점	아동의류(특정매입)	주니어	제이씨비(JCB)	정상	7.8	21,157,040	24,583,520	105058	25,688,100	109778	13,309,200	56877	24,251,900	14.6%	25,437,500	3.5%
분당점	아동의류(특정매입)	스포츠키즈	블랙야크키즈	#N/A	#N/A			-	25,000	-		-		-		-
분당점	아동의류(특정매입)	유아	앙팡스(압소바)	정상	10.8	18,546,100	21,105,850	65142	24,992,000	77136	20,006,600	61749	16,484,450	-11.1%	21,736,680	3.0%
분당점	아동의류(특정매입)	주니어	폴햄키즈	정상	12.8	29,366,050	28,583,900	74437	28,383,500	73915	18,066,500	47048	22,121,220	-24.7%	26,270,550	-8.1%
분당점	아동의류(특정매입)	주니어	탑텐키즈	#N/A	11.8	21,330,010	23,347,756	65757	20,704,440	58313	14,699,485	41400		-100.0%		-100.0%
분당점	아동의류(특정매입)	유아	모이몰른	정상	10.8	16,435,270	15,948,000	49222	14,359,250	44319	10,901,680	33647	13,080,490	-20.4%	13,567,900	-14.9%
분당점	아동의류(특정매입)	주니어	행텐틴즈	정상	12.5	52,844,905	61,459,845	163893	56,922,840	151794	38,783,150	103422	39,112,900	-26.0%	54,493,100	-11.3%
분당점	여성의류(특정)NC	여성캐릭터	데코	#N/A	12.0	25,827,000	24,080,000	66889	15,020,000	41722	11,303,000	31397		-100.0%		-100.0%
분당점	여성의류(특정)NC	여성커리어	쉬즈미스	복합	13.0	61,017,900	76,248,490	195509	53,918,200	138252	63,678,690	163279	53,433,330	-12.4%	67,169,360	-11.9%
분당점	여성의류(특정)NC	여성커리어	안지크	#N/A	12.0	37,236,400	30,079,900	83555	26,776,200	74378	20,814,100	57817	38,595,500	3.6%	51,402,500	70.9%
분당점	여성의류(특정)NC	여성커리어	요하넥스	상설	12.1	11,610,300	10,446,400	28778	11,233,300	30946	8,911,280	24549	35,437,900	205.2%	31,070,300	197.4%
분당점	여성의류(특정)NC	여성TD	앤클라인	상설	10.8	35,018,220	27,021,700	83400	29,021,460	89572	18,203,798	56185	13,549,154	-61.3%	23,061,796	-14.7%
분당점	여성의류(특정)NC	마담	올리비아로렌	복합	13.8	12,286,500	24,547,160	59293	34,704,038	83826	28,244,520	68223	42,480,750	245.8%	26,127,930	6.4%
분당점	여성의류(특정)NC	여성커리어	베스띠벨리	복합	11.7	13,423,330	11,462,220	32656	9,456,225	26941	4,770,100	13590	28,105,630	109.4%	31,514,166	174.9%
분당점	여성의류(특정)NC	여성커리어	더레노마	정상	10.0	35,257,900	35,046,400	116821	29,530,000	98433	26,755,200	89184	41,706,900	18.3%	38,064,700	8.6%
